geneNames	geneIDs	feature	id	fc	pval	qval
.	MSTRG.4002	transcript	4909	14.9726229534121	0.0239199162757178	0.928695521035182
accC	MSTRG.4083	transcript	5002	2.77012884317104e-05	0.0117258590289756	0.928695521035182
dnaB	MSTRG.4152	transcript	5084	0.00146466649682264	0.0430639587088401	0.928695521035182
.	MSTRG.4194	transcript	5137	2481047081.16159	0.00405085559825258	0.928695521035182
pilN	MSTRG.4246	transcript	5200	7.77952949545048e-07	0.0150455405917554	0.928695521035182
pilM	MSTRG.4246	transcript	5201	1.76299103552307e-07	0.0121478342731174	0.928695521035182
.	MSTRG.4249	transcript	5205	39.0732441763819	0.0126353938710702	0.928695521035182
.	MSTRG.4274	transcript	5236	0.024824544166885	0.0327842285380539	0.928695521035182
estA	MSTRG.4298	transcript	5268	1113355.73156842	0.0311865631847481	0.928695521035182
.	MSTRG.4307	transcript	5278	0.00259327844411451	0.0182207273633501	0.928695521035182
.	MSTRG.4373	transcript	5355	2.4631907982865e-05	0.00846144562825613	0.928695521035182
amgS	MSTRG.4377	transcript	5359	0.142591713932354	0.00788847699794848	0.928695521035182
ppk	MSTRG.4418	transcript	5403	1.17890154780777e-16	0.0276491114268833	0.928695521035182
.	MSTRG.4480	transcript	5471	0.00872297345207373	0.0359357333739931	0.928695521035182
.	MSTRG.4485	transcript	5476	631791.752085309	0.047590448184571	0.928695521035182
.	MSTRG.4500	transcript	5491	2004156.71820169	0.0190157841076173	0.928695521035182
.	MSTRG.4531	transcript	5525	0.00233822498638099	0.00394717054596017	0.928695521035182
.	MSTRG.4540	transcript	5534	83854.3088547894	0.00955074761254837	0.928695521035182
.	MSTRG.4545	transcript	5539	0.00406411673462852	0.00733481415162407	0.928695521035182
.	MSTRG.4562	transcript	5558	1.25808269919088e-06	0.0473776312521881	0.928695521035182
.	MSTRG.4583	transcript	5582	0.0153580984839723	0.0152457520993885	0.928695521035182
aspA	MSTRG.4597	transcript	5597	1.1135024190389e-07	0.00549573477703791	0.928695521035182
.	MSTRG.4608	transcript	5608	0.696526746545628	0.0137843918164959	0.928695521035182
.	MSTRG.4609	transcript	5609	4.7234745311476e-10	0.0450739624789622	0.928695521035182
.	MSTRG.4615	transcript	5615	9.34927428760839e-15	0.0338197614191071	0.928695521035182
wzt	MSTRG.4617	transcript	5619	70725.4258613608	0.030298238533302	0.928695521035182
.	MSTRG.4625	transcript	5636	15172217516.5545	0.0113853548467918	0.928695521035182
.	MSTRG.4646	transcript	5660	47.0398645162159	0.0389067402068897	0.928695521035182
polA	MSTRG.4647	transcript	5661	0.0115504588513061	0.0437315356796624	0.928695521035182
.	MSTRG.4657	transcript	5674	8.50644062088745e-09	0.00629934375752772	0.928695521035182
.	MSTRG.4658	transcript	5675	6.83194224412252e-08	0.026891560634307	0.928695521035182
.	MSTRG.4682	transcript	5701	0.0112342995740771	0.0119060031362445	0.928695521035182
.	MSTRG.4688	transcript	5710	8999697.83789697	0.0251804675138776	0.928695521035182
glmU	MSTRG.4696	transcript	5719	0.0039454004209791	0.0457295501994697	0.928695521035182
soj	MSTRG.4707	transcript	5730	0.0122302711606052	0.0406627095878804	0.928695521035182
